month,ic,factor,horizon
2025-03,-0.30566512319213396,vol20,20
2025-04,-0.006520530701963842,vol20,20
2025-05,-0.27074865511015944,vol20,20
2025-06,0.07693157262905162,vol20,20
2025-07,0.059980593738915615,vol20,20
2025-08,0.14051924983243344,vol20,20
2025-09,-0.1399433513289715,vol20,20
2025-10,-0.2994572866787388,vol20,20
2025-11,-0.11534269097846303,vol20,20
2025-12,0.33098411150147683,vol20,20
2026-01,0.16650894477573244,vol20,20
2026-02,-0.2251611170784103,vol20,20
2026-03,-0.1415073371678904,vol20,20
2026-04,0.2567215196540509,vol20,20
2026-05,-0.1301025552386714,vol20,20
2026-06,-0.36101645739965676,vol20,20
2026-07,-0.0891562241394582,vol20,20
2026-08,-0.207454638935152,vol20,20
2025-01,0.27313325330132054,atr_pct,20
2025-02,0.02262062904484392,atr_pct,20
2025-03,-0.34863545418167263,atr_pct,20
2025-04,-0.055619900484716,atr_pct,20
2025-05,-0.35329404770919265,atr_pct,20
2025-06,0.05548619447779113,atr_pct,20
2025-07,0.10018853230359406,atr_pct,20
2025-08,0.12900445549223666,atr_pct,20
2025-09,-0.09544808497099609,atr_pct,20
2025-10,-0.28899556816939037,atr_pct,20
2025-11,-0.13915224192308256,atr_pct,20
2025-12,0.3284776862794572,atr_pct,20
2026-01,0.2287918071039668,atr_pct,20
2026-02,-0.23682821585984667,atr_pct,20
2026-03,-0.11534621470835266,atr_pct,20
2026-04,0.23904331452135624,atr_pct,20
2026-05,-0.1654639472243828,atr_pct,20
2026-06,-0.3435621072385397,atr_pct,20
2026-07,-0.03734135271323689,atr_pct,20
2026-08,-0.16583100064597495,atr_pct,20
2025-01,-0.016336134453781508,log_amount,20
2025-02,-0.1527332104552687,log_amount,20
2025-03,-0.20753672897730518,log_amount,20
2025-04,-0.08677492592881347,log_amount,20
2025-05,-0.1735044538558258,log_amount,20
2025-06,-0.10539255702280914,log_amount,20
2025-07,0.010864617366154688,log_amount,20
2025-08,-0.04900243463255377,log_amount,20
2025-09,-0.17812729506962555,log_amount,20
2025-10,-0.26711296167028514,log_amount,20
2025-11,-0.08253093262634242,log_amount,20
2025-12,0.055746966283142095,log_amount,20
2026-01,-0.07057946590614468,log_amount,20
2026-02,-0.33523463831993777,log_amount,20
2026-03,-0.15096038952102445,log_amount,20
2026-04,0.2769475586531445,log_amount,20
2026-05,0.039765361680062214,log_amount,20
2026-06,-0.21678272034766718,log_amount,20
2026-07,-0.16580455967104757,log_amount,20
2026-08,-0.14248361992063738,log_amount,20
2025-01,-0.060476505398542275,upper_shadow,20
2025-02,0.0404982558377145,upper_shadow,20
2025-03,-0.006584027732829252,upper_shadow,20
2025-04,0.004750512781517342,upper_shadow,20
2025-05,-0.0031289765441095234,upper_shadow,20
2025-06,-0.018833995896606188,upper_shadow,20
2025-07,0.03339111164522572,upper_shadow,20
2025-08,0.04050470684941759,upper_shadow,20
2025-09,0.0055455221233502335,upper_shadow,20
2025-10,-0.016856878291895323,upper_shadow,20
2025-11,-0.04002730361742504,upper_shadow,20
2025-12,-0.04428363067638718,upper_shadow,20
2026-01,0.05490194071443617,upper_shadow,20
2026-02,0.021191921651619653,upper_shadow,20
2026-03,-0.03985521738114506,upper_shadow,20
2026-04,0.00934994248517941,upper_shadow,20
2026-05,-0.04604644601993926,upper_shadow,20
2026-06,0.010870293322969024,upper_shadow,20
2026-07,0.03711012691915525,upper_shadow,20
2026-08,-0.06862590538950543,upper_shadow,20
2025-01,0.08008823498064191,lower_shadow,20
2025-02,-0.03377570430633641,lower_shadow,20
2025-03,0.012639135197654536,lower_shadow,20
2025-04,0.018690120368228733,lower_shadow,20
2025-05,-0.0019237341501042295,lower_shadow,20
2025-06,0.03863465480150002,lower_shadow,20
2025-07,0.014046798005566938,lower_shadow,20
2025-08,-0.017931671093219394,lower_shadow,20
2025-09,0.008411099030172006,lower_shadow,20
2025-10,0.06926230176225948,lower_shadow,20
2025-11,0.004328639445662023,lower_shadow,20
2025-12,-0.006865830409758703,lower_shadow,20
2026-01,0.08150341405156276,lower_shadow,20
2026-02,-0.002059945449985096,lower_shadow,20
2026-03,0.016074823529769397,lower_shadow,20
2026-04,-0.03522457636911094,lower_shadow,20
2026-05,0.03200096188972425,lower_shadow,20
2026-06,-0.004079986594870281,lower_shadow,20
2026-07,0.060818060788794676,lower_shadow,20
2026-08,0.04102549175277383,lower_shadow,20
2025-01,0.045830513803022735,gap,20
2025-02,0.05238501261110275,gap,20
2025-03,0.0157797041748006,gap,20
2025-04,0.06900099986158535,gap,20
2025-05,0.02318267418197052,gap,20
2025-06,-0.012199140871314936,gap,20
2025-07,-0.06223966935897224,gap,20
2025-08,-0.0192331597712593,gap,20
2025-09,0.004287187419231998,gap,20
2025-10,0.011061326994420344,gap,20
2025-11,0.11314286520833645,gap,20
2025-12,0.020371930169580176,gap,20
2026-01,0.02106675658359724,gap,20
2026-02,0.06177559882389743,gap,20
2026-03,0.010314776901648963,gap,20
2026-04,0.03180320638466992,gap,20
2026-05,0.08061262610101942,gap,20
2026-06,-0.00501893542617955,gap,20
2026-07,0.022378905553774,gap,20
2026-08,-0.0026784044593107454,gap,20
