date,mean,count,event
2022-03-28,0.01633194,1,boll_break_dn
2022-04-07,-0.05632966,1,boll_break_dn
2022-04-08,-0.10074137,1,boll_break_dn
2022-04-11,0.005178731,10,boll_break_dn
2022-04-13,-0.024681155,1,boll_break_dn
2022-04-15,0.020531423,1,boll_break_dn
2022-04-19,0.07196848,1,boll_break_dn
2022-04-20,-0.059294283,2,boll_break_dn
2022-04-21,0.0004254755,14,boll_break_dn
2022-04-25,0.009258455,20,boll_break_dn
2022-04-26,0.022207571,6,boll_break_dn
2022-04-28,-0.02349234,2,boll_break_dn
2022-05-09,-0.044133276,1,boll_break_dn
2022-05-17,0.0056297192,1,boll_break_dn
2022-06-06,0.010161586,1,boll_break_dn
2022-06-22,-0.008029539,1,boll_break_dn
2022-07-06,0.0029349534,1,boll_break_dn
2022-07-11,0.045120314,2,boll_break_dn
2022-07-12,0.045858305,4,boll_break_dn
2022-07-14,-0.0133174425,3,boll_break_dn
2022-07-15,0.014880173,12,boll_break_dn
2022-07-28,0.028892808,1,boll_break_dn
2022-07-29,0.07670743,2,boll_break_dn
2022-08-02,0.013252519,16,boll_break_dn
2022-08-03,-0.024485365,4,boll_break_dn
2022-08-18,0.025895882,1,boll_break_dn
2022-08-22,0.012516991,1,boll_break_dn
2022-08-24,-0.004485757,4,boll_break_dn
2022-08-30,-0.0015651362,2,boll_break_dn
2022-08-31,0.029216686,5,boll_break_dn
2022-09-01,0.0016559195,2,boll_break_dn
2022-09-05,0.076906264,1,boll_break_dn
2022-09-15,-0.025856473,4,boll_break_dn
2022-09-16,0.0049009356,9,boll_break_dn
2022-09-19,-0.00075927813,3,boll_break_dn
2022-09-23,-0.029373452,1,boll_break_dn
2022-09-26,0.0244304,11,boll_break_dn
2022-09-28,0.01362786,10,boll_break_dn
2022-09-29,0.0049118213,2,boll_break_dn
2022-09-30,0.017610565,2,boll_break_dn
2022-10-10,-0.0201924,4,boll_break_dn
2022-10-11,-0.08908525,1,boll_break_dn
2022-10-17,-0.042418044,1,boll_break_dn
2022-10-18,-0.009305552,1,boll_break_dn
2022-10-19,-0.08981082,1,boll_break_dn
2022-10-20,0.015393714,1,boll_break_dn
2022-10-21,-0.104407,1,boll_break_dn
2022-10-24,-0.035872877,4,boll_break_dn
2022-10-25,-0.074062176,1,boll_break_dn
2022-10-26,-0.07414942,1,boll_break_dn
2022-10-27,0.07784723,1,boll_break_dn
2022-10-28,0.010000916,9,boll_break_dn
2022-10-31,0.05017046,4,boll_break_dn
2022-11-14,0.0013362463,1,boll_break_dn
2022-11-28,-0.004628908,2,boll_break_dn
2022-12-06,-0.050641496,1,boll_break_dn
2022-12-09,-0.010948972,2,boll_break_dn
2022-12-12,-0.015286446,2,boll_break_dn
2022-12-13,-0.007253498,1,boll_break_dn
2022-12-19,0.00083893345,12,boll_break_dn
2022-12-20,-0.004101113,4,boll_break_dn
2022-12-21,-0.004535346,3,boll_break_dn
2022-12-22,0.005025464,5,boll_break_dn
2022-12-23,-0.0041307467,3,boll_break_dn
2022-12-27,0.0063749235,1,boll_break_dn
2022-12-28,-0.0031167883,2,boll_break_dn
2022-12-29,-0.006517969,1,boll_break_dn
2023-01-16,0.084772214,1,boll_break_dn
2023-02-06,-0.006660578,2,boll_break_dn
2023-02-17,-0.0005010683,2,boll_break_dn
2023-03-02,-0.025474867,1,boll_break_dn
2023-03-07,-0.007571543,5,boll_break_dn
2023-03-08,-0.035195265,2,boll_break_dn
2023-03-09,0.02492465,2,boll_break_dn
2023-03-10,0.00053203997,9,boll_break_dn
2023-03-13,0.0010394482,4,boll_break_dn
2023-03-14,0.015288436,6,boll_break_dn
2023-03-15,-0.030937959,2,boll_break_dn
2023-03-16,0.01292944,8,boll_break_dn
2023-03-17,0.031104675,3,boll_break_dn
2023-03-20,-0.015705891,6,boll_break_dn
2023-03-24,0.050353575,1,boll_break_dn
2023-03-27,-0.004024537,3,boll_break_dn
2023-03-28,0.0009177029,1,boll_break_dn
2023-03-29,-0.028842606,2,boll_break_dn
2023-04-04,0.06220363,2,boll_break_dn
2023-04-06,-0.025663,1,boll_break_dn
2023-04-10,0.0036332076,1,boll_break_dn
2023-04-12,-0.07114194,1,boll_break_dn
2023-04-17,0.011092523,1,boll_break_dn
2023-04-19,-0.0036468562,2,boll_break_dn
2023-04-20,0.0063850298,6,boll_break_dn
2023-04-21,-0.009680588,9,boll_break_dn
2023-04-24,0.058621656,5,boll_break_dn
2023-04-25,-0.011597416,5,boll_break_dn
2023-04-26,0.02761532,2,boll_break_dn
2023-04-28,-0.020839745,1,boll_break_dn
2023-05-04,0.008532717,5,boll_break_dn
2023-05-09,-0.03585038,1,boll_break_dn
2023-05-10,0.0012634473,2,boll_break_dn
2023-05-12,-0.012026131,3,boll_break_dn
2023-05-18,0.05942277,2,boll_break_dn
2023-05-24,0.022157924,5,boll_break_dn
2023-05-25,-0.008433202,2,boll_break_dn
2023-05-29,-0.054865677,1,boll_break_dn
2023-05-30,0.111103766,1,boll_break_dn
2023-05-31,0.00879623,5,boll_break_dn
2023-06-01,-0.020782216,2,boll_break_dn
2023-06-05,0.009433759,2,boll_break_dn
2023-06-06,-0.008606816,4,boll_break_dn
2023-06-07,-0.007257716,2,boll_break_dn
2023-06-08,0.0022563357,1,boll_break_dn
2023-06-09,0.0027230605,1,boll_break_dn
2023-06-12,0.007430967,2,boll_break_dn
2023-06-14,0.03531289,1,boll_break_dn
2023-06-16,0.02625103,1,boll_break_dn
2023-06-19,-0.011006579,1,boll_break_dn
2023-06-20,0.011649423,1,boll_break_dn
2023-06-21,0.0023339144,7,boll_break_dn
2023-06-26,-0.0017578099,8,boll_break_dn
2023-06-29,0.009250212,2,boll_break_dn
2023-07-14,-0.035236556,1,boll_break_dn
2023-07-17,0.013449034,1,boll_break_dn
2023-07-18,-0.0103847515,1,boll_break_dn
2023-07-19,0.00027033314,1,boll_break_dn
2023-07-20,-0.025268726,3,boll_break_dn
2023-07-24,0.04968697,1,boll_break_dn
2023-07-28,0.017142942,1,boll_break_dn
2023-08-07,0.030060036,3,boll_break_dn
2023-08-08,0.00948469,1,boll_break_dn
2023-08-09,0.009316072,1,boll_break_dn
2023-08-11,-0.0009442799,14,boll_break_dn
2023-08-14,-0.017363692,2,boll_break_dn
2023-08-15,0.007266441,3,boll_break_dn
2023-08-16,0.029109612,5,boll_break_dn
2023-08-17,-0.0022257697,2,boll_break_dn
2023-08-18,-0.023378404,7,boll_break_dn
2023-08-21,0.006690669,8,boll_break_dn
2023-08-23,-0.004554059,9,boll_break_dn
2023-08-24,-0.01120622,3,boll_break_dn
2023-08-30,-0.025201134,1,boll_break_dn
2023-09-07,0.015441653,2,boll_break_dn
2023-09-08,0.036019567,1,boll_break_dn
2023-09-18,-0.05183986,1,boll_break_dn
2023-09-20,-0.01807641,3,boll_break_dn
2023-09-21,-0.010207575,6,boll_break_dn
2023-09-25,0.011381522,6,boll_break_dn
2023-09-26,-0.01914998,3,boll_break_dn
2023-09-27,0.04251703,1,boll_break_dn
2023-09-28,-0.024056643,3,boll_break_dn
2023-10-09,-0.0060976944,3,boll_break_dn
2023-10-10,0.008210116,9,boll_break_dn
2023-10-11,-0.013524231,4,boll_break_dn
2023-10-13,0.002801751,6,boll_break_dn
2023-10-16,0.009273467,3,boll_break_dn
2023-10-17,-0.0105634965,1,boll_break_dn
2023-10-18,-0.008788591,13,boll_break_dn
2023-10-19,0.0020521353,13,boll_break_dn
2023-10-20,0.027570428,3,boll_break_dn
2023-10-23,0.0040835273,17,boll_break_dn
2023-10-24,-0.0035490226,1,boll_break_dn
2023-10-25,-0.012974136,2,boll_break_dn
2023-11-03,-0.03211349,1,boll_break_dn
2023-11-08,-0.005858334,2,boll_break_dn
2023-11-13,0.0062046456,2,boll_break_dn
2023-11-17,-0.0034003586,1,boll_break_dn
2023-11-22,-0.023951259,2,boll_break_dn
2023-11-24,-0.014291828,3,boll_break_dn
2023-11-27,0.015489038,1,boll_break_dn
2023-11-28,-0.0014941208,1,boll_break_dn
2023-11-29,0.005898016,5,boll_break_dn
2023-11-30,0.018879505,1,boll_break_dn
2023-12-01,-0.007735765,3,boll_break_dn
2023-12-04,-0.020391464,6,boll_break_dn
2023-12-05,0.0063787373,11,boll_break_dn
2023-12-06,-0.016504884,1,boll_break_dn
2023-12-07,-0.025124349,4,boll_break_dn
2023-12-08,0.008337665,2,boll_break_dn
2023-12-11,-0.01922818,3,boll_break_dn
2023-12-13,0.0065702596,7,boll_break_dn
2023-12-14,-0.0022389442,1,boll_break_dn
2023-12-15,0.017485516,1,boll_break_dn
2023-12-18,0.0048298226,5,boll_break_dn
2023-12-19,-0.00030438043,4,boll_break_dn
2023-12-20,-0.009546353,4,boll_break_dn
2023-12-21,-0.008070151,1,boll_break_dn
2023-12-22,-0.014146564,3,boll_break_dn
2023-12-26,0.0061560147,3,boll_break_dn
2023-12-29,-0.009909013,1,boll_break_dn
2024-01-04,-0.008889964,3,boll_break_dn
2024-01-08,-0.008427662,8,boll_break_dn
2024-01-09,-0.04024637,1,boll_break_dn
2024-01-10,-0.049540497,1,boll_break_dn
2024-01-11,0.0022628028,1,boll_break_dn
2024-01-15,-0.025107495,1,boll_break_dn
2024-01-16,-0.0021774247,1,boll_break_dn
2024-01-17,-0.010631625,11,boll_break_dn
2024-01-18,-0.019908288,2,boll_break_dn
2024-01-19,-0.040715303,3,boll_break_dn
2024-01-22,0.023056744,17,boll_break_dn
2024-01-30,0.029322483,2,boll_break_dn
2024-01-31,0.019024065,11,boll_break_dn
2024-02-02,0.028179044,10,boll_break_dn
2024-02-05,0.024946773,8,boll_break_dn
2024-03-13,0.008260547,1,boll_break_dn
2024-03-22,-0.02084876,7,boll_break_dn
2024-03-25,-0.016067365,6,boll_break_dn
2024-03-26,0.0025413309,3,boll_break_dn
2024-03-27,-0.00015916234,11,boll_break_dn
2024-03-29,0.00036555063,1,boll_break_dn
2024-04-02,-0.1202105,1,boll_break_dn
2024-04-08,0.029302593,1,boll_break_dn
2024-04-10,0.021547927,3,boll_break_dn
2024-04-12,0.019520484,3,boll_break_dn
2024-04-16,0.052817155,4,boll_break_dn
2024-04-22,0.013047686,2,boll_break_dn
2024-04-23,0.0012171566,1,boll_break_dn
2024-04-30,-0.027224824,1,boll_break_dn
2024-05-07,-0.0009792692,1,boll_break_dn
2024-05-15,-0.041818216,1,boll_break_dn
2024-05-20,0.027242498,1,boll_break_dn
2024-05-22,0.0107443705,2,boll_break_dn
2024-05-23,-0.0042313603,6,boll_break_dn
2024-05-24,0.008140586,4,boll_break_dn
2024-05-28,0.013046448,6,boll_break_dn
2024-05-30,0.0017591954,5,boll_break_dn
2024-06-03,-0.015622338,7,boll_break_dn
2024-06-04,-0.00083449204,1,boll_break_dn
2024-06-05,-0.021863712,1,boll_break_dn
2024-06-06,0.01945374,6,boll_break_dn
2024-06-11,-0.020467699,3,boll_break_dn
2024-06-12,0.023006592,1,boll_break_dn
2024-06-13,0.0064038206,2,boll_break_dn
2024-06-17,0.027166445,2,boll_break_dn
2024-06-19,0.012068588,2,boll_break_dn
2024-06-20,0.0064070276,5,boll_break_dn
2024-06-21,-0.0054207053,1,boll_break_dn
2024-06-24,-0.012525583,10,boll_break_dn
2024-06-25,-0.009488057,4,boll_break_dn
2024-06-27,-0.029318482,6,boll_break_dn
2024-06-28,0.013263133,3,boll_break_dn
2024-07-02,0.018018078,5,boll_break_dn
2024-07-03,-0.014375538,3,boll_break_dn
2024-07-04,0.008547091,3,boll_break_dn
2024-07-05,0.018779986,1,boll_break_dn
2024-07-08,0.0060673263,10,boll_break_dn
2024-07-09,-0.057304464,2,boll_break_dn
2024-07-10,0.017887926,3,boll_break_dn
2024-07-15,-0.001385456,2,boll_break_dn
2024-07-16,0.0132204555,1,boll_break_dn
2024-07-17,-0.00048404498,6,boll_break_dn
2024-07-19,-0.05313778,1,boll_break_dn
2024-07-22,0.021629173,1,boll_break_dn
2024-07-23,0.0016383007,9,boll_break_dn
2024-07-24,0.009371231,6,boll_break_dn
2024-07-25,0.015219901,2,boll_break_dn
2024-07-29,0.021143181,4,boll_break_dn
2024-07-30,0.022144936,2,boll_break_dn
2024-08-05,-0.018751929,3,boll_break_dn
2024-08-06,0.0011558972,1,boll_break_dn
2024-08-12,-0.01109454,1,boll_break_dn
2024-08-14,-0.00030513573,1,boll_break_dn
2024-08-16,-0.0037111305,5,boll_break_dn
2024-08-20,-0.0005760265,9,boll_break_dn
2024-08-21,-0.015758142,3,boll_break_dn
2024-08-22,0.0032311557,9,boll_break_dn
2024-08-23,-0.029469144,1,boll_break_dn
2024-08-26,-0.021702245,3,boll_break_dn
2024-08-27,0.0170891,5,boll_break_dn
2024-08-28,-0.0019031409,2,boll_break_dn
2024-08-29,0.0027091377,1,boll_break_dn
2024-09-02,-0.0111790765,5,boll_break_dn
2024-09-04,-0.0038816202,2,boll_break_dn
2024-09-06,-0.024978235,3,boll_break_dn
2024-09-09,-0.0013248209,9,boll_break_dn
2024-09-11,-0.015255879,3,boll_break_dn
2024-09-12,-0.0051513216,5,boll_break_dn
2024-09-13,-0.030794023,2,boll_break_dn
2024-09-18,0.020077841,4,boll_break_dn
2024-09-20,-0.047465682,1,boll_break_dn
2024-09-23,-0.052858204,1,boll_break_dn
2024-10-31,-0.031437166,1,boll_break_dn
2024-11-15,-0.00023297097,3,boll_break_dn
2024-11-18,0.0011594463,2,boll_break_dn
2024-11-22,0.0029206686,13,boll_break_dn
2024-11-25,-0.00036902056,5,boll_break_dn
2024-11-26,0.09115656,2,boll_break_dn
2024-12-16,-0.03688689,2,boll_break_dn
2024-12-17,-0.005300479,1,boll_break_dn
2024-12-19,-0.022496477,4,boll_break_dn
2024-12-20,0.003926338,3,boll_break_dn
2024-12-23,0.016481843,4,boll_break_dn
2024-12-25,-0.00224545,4,boll_break_dn
2024-12-27,0.037963387,1,boll_break_dn
2024-12-31,-0.01419051,5,boll_break_dn
2025-01-02,-0.011463681,22,boll_break_dn
2025-01-03,-0.004887667,2,boll_break_dn
2025-01-06,0.019637953,1,boll_break_dn
2025-01-07,-0.03540021,2,boll_break_dn
2025-01-08,-0.010032555,2,boll_break_dn
2025-01-10,-0.0040849852,7,boll_break_dn
2025-01-13,-0.008432336,1,boll_break_dn
2025-01-22,-0.01566479,1,boll_break_dn
2025-01-24,-0.04599897,1,boll_break_dn
2025-02-05,-0.039445028,1,boll_break_dn
2025-02-10,-0.0057808734,1,boll_break_dn
2025-02-18,0.0039610136,4,boll_break_dn
2025-02-19,-0.0370027,1,boll_break_dn
2025-02-20,-0.022799654,1,boll_break_dn
2025-02-21,0.009554357,5,boll_break_dn
2025-02-25,0.03179256,4,boll_break_dn
2025-02-27,0.017955199,2,boll_break_dn
2025-02-28,0.014080688,3,boll_break_dn
2025-03-03,0.008148839,1,boll_break_dn
2025-03-05,0.09049368,1,boll_break_dn
2025-03-12,-0.0024275742,1,boll_break_dn
2025-03-21,-0.024503257,1,boll_break_dn
2025-03-24,-0.00520951,2,boll_break_dn
2025-03-25,-0.0066601387,3,boll_break_dn
2025-03-26,0.00014677644,1,boll_break_dn
2025-03-28,-0.037949316,3,boll_break_dn
2025-03-31,-0.025861833,7,boll_break_dn
2025-04-02,0.04317674,1,boll_break_dn
2025-04-07,0.004468917,40,boll_break_dn
2025-04-08,0.011099998,1,boll_break_dn
2025-04-09,-0.0044577364,1,boll_break_dn
2025-04-11,-0.018030427,1,boll_break_dn
2025-04-17,-0.09450699,1,boll_break_dn
2025-04-25,-0.012546763,1,boll_break_dn
2025-04-28,-0.027438408,1,boll_break_dn
2025-04-29,-0.0048484188,1,boll_break_dn
2025-05-15,-0.009110713,2,boll_break_dn
2025-05-16,-0.022596791,1,boll_break_dn
2025-05-21,-0.0113945585,1,boll_break_dn
2025-05-22,0.0051313085,1,boll_break_dn
2025-05-23,-0.011885182,2,boll_break_dn
2025-05-26,-0.0040954757,3,boll_break_dn
2025-05-27,-0.0023854598,2,boll_break_dn
2025-05-28,-0.018118039,1,boll_break_dn
2025-05-30,0.012313659,1,boll_break_dn
2025-06-03,0.010976865,3,boll_break_dn
2025-06-05,0.0028964253,1,boll_break_dn
2025-06-10,-0.019800305,1,boll_break_dn
2025-06-12,0.0047921846,2,boll_break_dn
2025-06-13,0.043261886,3,boll_break_dn
2025-06-16,-0.007000178,1,boll_break_dn
2025-06-17,-0.0018845657,2,boll_break_dn
2025-06-18,-0.020780494,1,boll_break_dn
2025-06-19,0.0015900589,5,boll_break_dn
2025-06-20,0.04806407,3,boll_break_dn
2025-06-30,-0.017950082,1,boll_break_dn
2025-07-04,-0.012692274,1,boll_break_dn
2025-07-07,-0.0013636835,1,boll_break_dn
2025-07-10,-0.016830847,1,boll_break_dn
2025-07-14,-0.026113521,1,boll_break_dn
2025-07-29,0.013601913,1,boll_break_dn
2025-07-30,0.015668783,3,boll_break_dn
2025-07-31,0.0040870607,1,boll_break_dn
2025-08-01,0.00093664136,2,boll_break_dn
2025-08-14,-0.011045598,2,boll_break_dn
2025-08-15,-0.022373935,3,boll_break_dn
2025-08-28,0.03200219,1,boll_break_dn
2025-08-29,0.009431672,3,boll_break_dn
2025-09-01,-0.002396036,2,boll_break_dn
2025-09-02,0.0062573734,1,boll_break_dn
2025-09-03,-0.001373029,9,boll_break_dn
2025-09-04,-0.015614176,1,boll_break_dn
2025-09-05,-0.036610648,1,boll_break_dn
2025-09-12,0.031164866,1,boll_break_dn
2025-09-15,-0.0050713336,1,boll_break_dn
2025-09-18,0.014272907,2,boll_break_dn
2025-09-19,0.051460635,1,boll_break_dn
2025-09-22,-0.023348646,1,boll_break_dn
2025-09-23,-0.030645007,3,boll_break_dn
2025-09-25,-0.015858289,2,boll_break_dn
2025-10-13,-0.012022766,3,boll_break_dn
2025-10-14,0.006147823,2,boll_break_dn
2025-10-16,0.0025188166,1,boll_break_dn
2025-10-17,0.025418306,5,boll_break_dn
2025-10-22,0.073930845,2,boll_break_dn
2025-10-24,0.006339973,1,boll_break_dn
2025-10-31,0.00060723536,1,boll_break_dn
2025-11-03,-0.006418621,2,boll_break_dn
2025-11-04,-0.05630859,1,boll_break_dn
2025-11-14,-0.008364126,2,boll_break_dn
2025-11-17,0.01625822,3,boll_break_dn
2025-11-18,-0.01187434,2,boll_break_dn
2025-11-19,0.015896285,3,boll_break_dn
2025-11-21,-0.021531971,14,boll_break_dn
2025-11-24,0.04945211,1,boll_break_dn
2025-11-25,0.010682838,1,boll_break_dn
2025-11-26,-0.13181372,1,boll_break_dn
2025-11-27,-0.016909808,1,boll_break_dn
2025-12-04,-0.021702364,3,boll_break_dn
2025-12-08,-0.024883257,2,boll_break_dn
2025-12-09,0.007248436,2,boll_break_dn
2025-12-15,-0.009419016,1,boll_break_dn
2025-12-16,0.028013363,3,boll_break_dn
2025-12-26,0.013356848,1,boll_break_dn
2025-12-30,-0.010712605,5,boll_break_dn
2025-12-31,-0.020396769,2,boll_break_dn
2026-01-13,0.017543996,1,boll_break_dn
2026-01-14,-0.016365113,3,boll_break_dn
2026-01-21,-0.049134832,3,boll_break_dn
2026-01-22,0.09758672,1,boll_break_dn
2026-01-27,0.036659747,2,boll_break_dn
2026-01-28,0.04214187,3,boll_break_dn
2026-01-30,-0.024511104,3,boll_break_dn
2026-02-02,-0.014780552,11,boll_break_dn
2026-02-04,0.024164,1,boll_break_dn
2026-02-05,-0.012721209,1,boll_break_dn
2026-02-12,0.018557403,1,boll_break_dn
2026-02-13,0.03182386,1,boll_break_dn
2026-02-26,0.0018789256,1,boll_break_dn
2026-03-03,0.015968686,6,boll_break_dn
2026-03-04,-0.012159164,7,boll_break_dn
2026-03-09,0.014112198,4,boll_break_dn
2026-03-10,-0.009596741,1,boll_break_dn
2026-03-13,-0.035377312,4,boll_break_dn
2026-03-16,-0.06430935,1,boll_break_dn
2026-03-17,0.026445862,2,boll_break_dn
2026-03-19,-0.009745341,10,boll_break_dn
2026-03-20,-0.019022556,6,boll_break_dn
2026-03-23,-0.003812315,19,boll_break_dn
2026-03-26,0.01870988,4,boll_break_dn
2026-03-30,0.028385015,1,boll_break_dn
2026-03-31,-0.030129557,3,boll_break_dn
2026-04-02,-0.04802704,1,boll_break_dn
2026-04-03,-0.0047409087,2,boll_break_dn
2026-04-13,0.02201078,1,boll_break_dn
2026-04-17,-0.013320711,1,boll_break_dn
2026-04-21,0.030899664,1,boll_break_dn
2026-04-23,-0.027820967,2,boll_break_dn
2026-04-24,0.005982855,3,boll_break_dn
2026-04-27,-0.060501248,1,boll_break_dn
2026-04-28,0.11823135,1,boll_break_dn
2026-04-29,0.052974407,1,boll_break_dn
2026-04-30,0.08585867,2,boll_break_dn
2026-05-06,-0.064881384,1,boll_break_dn
2026-05-07,-0.049258757,1,boll_break_dn
2026-05-08,-0.0018530563,2,boll_break_dn
2026-05-12,-0.015823796,2,boll_break_dn
2026-05-13,0.008198293,1,boll_break_dn
2026-05-14,-0.025617024,2,boll_break_dn
2026-05-15,-0.0110479295,9,boll_break_dn
2026-05-18,-0.023612319,7,boll_break_dn
2026-05-19,-0.077262245,1,boll_break_dn
2026-05-20,-0.030743103,2,boll_break_dn
2026-05-21,0.015863156,7,boll_break_dn
2026-05-26,-0.07249047,1,boll_break_dn
2026-05-28,0.02110145,2,boll_break_dn
2026-05-29,0.03133284,4,boll_break_dn
2026-06-04,-0.01803384,2,boll_break_dn
2026-06-05,-0.010882298,3,boll_break_dn
2026-06-08,0.0175525,11,boll_break_dn
2026-06-09,-0.0037837336,2,boll_break_dn
2026-06-10,-0.008781286,2,boll_break_dn
2026-06-11,-0.0405703,2,boll_break_dn
2026-06-16,-0.00016049668,1,boll_break_dn
2026-06-17,-0.039482214,3,boll_break_dn
2026-06-18,-0.02137945,3,boll_break_dn
2026-06-23,-0.01792591,4,boll_break_dn
2026-06-24,0.015713464,2,boll_break_dn
2026-06-25,0.01259114,2,boll_break_dn
2026-06-26,0.0061735953,9,boll_break_dn
2026-06-30,0.039661624,5,boll_break_dn
2026-07-06,0.027656134,1,boll_break_dn
2026-07-08,-0.030625852,3,boll_break_dn
2026-07-09,-0.19556445,1,boll_break_dn
2026-07-13,-0.09025869,5,boll_break_dn
2026-07-14,-0.17430824,1,boll_break_dn
2026-07-17,0.056163795,2,boll_break_dn
2026-07-30,0.033688538,1,boll_break_dn
2026-08-14,-0.0028948402,2,boll_break_dn
2026-08-17,-0.023453666,1,boll_break_dn
2026-08-18,-0.04486989,2,boll_break_dn
2026-08-19,0.030743511,7,boll_break_dn
2026-08-21,-0.0014312301,3,boll_break_dn
2026-08-26,-0.00512188,1,boll_break_dn
2026-08-31,0.0029833955,1,boll_break_dn
2026-09-02,-0.0040030847,3,boll_break_dn
2026-09-03,0.012260959,1,boll_break_dn
2026-09-04,0.02671876,1,boll_break_dn
2026-09-07,0.0012288652,1,boll_break_dn
2015-01-05,0.00896119,9,boll_break_up
2015-01-06,0.028989818,4,boll_break_up
2015-01-12,0.004114501,3,boll_break_up
2015-01-13,0.008303633,1,boll_break_up
2015-01-15,-0.029480895,1,boll_break_up
2015-01-16,-0.008736606,2,boll_break_up
2015-01-20,-0.0040187435,2,boll_break_up
2015-01-22,0.0017164294,2,boll_break_up
2015-01-23,-0.100665435,1,boll_break_up
2015-01-26,0.018101795,1,boll_break_up
2015-01-27,-0.071652785,1,boll_break_up
2015-01-30,-0.032514937,1,boll_break_up
2015-02-03,0.09342267,2,boll_break_up
2015-02-04,-0.05921427,1,boll_break_up
2015-02-09,-0.060035326,1,boll_break_up
2015-02-10,-0.036132943,1,boll_break_up
2015-02-11,0.0655421,1,boll_break_up
2015-02-13,-0.06169656,1,boll_break_up
2015-02-16,-0.045962945,3,boll_break_up
2015-02-17,0.04562334,1,boll_break_up
2015-02-25,-0.083374925,1,boll_break_up
2015-02-26,0.003527116,3,boll_break_up
2015-02-27,-0.079091676,1,boll_break_up
2015-03-02,-0.008132392,6,boll_break_up
2015-03-03,-0.043623943,2,boll_break_up
2015-03-04,-0.02559061,4,boll_break_up
2015-03-05,-0.08718502,2,boll_break_up
2015-03-09,-0.007570658,1,boll_break_up
2015-03-12,-0.06744884,2,boll_break_up
2015-03-16,-0.0167931,7,boll_break_up
2015-03-17,0.015493483,8,boll_break_up
2015-03-18,0.013973903,6,boll_break_up
2015-03-19,-0.016144564,3,boll_break_up
2015-03-20,0.04298952,5,boll_break_up
2015-03-23,-0.003916181,6,boll_break_up
2015-03-24,-0.043052122,2,boll_break_up
2015-03-25,0.023072667,2,boll_break_up
2015-03-26,-0.052021667,3,boll_break_up
2015-03-30,-0.0452212,11,boll_break_up
2015-04-01,-0.037784494,5,boll_break_up
2015-04-02,0.104079865,3,boll_break_up
2015-04-03,-0.039760835,4,boll_break_up
2015-04-07,0.07884638,5,boll_break_up
2015-04-08,-0.02139453,2,boll_break_up
2015-04-09,-0.016660443,5,boll_break_up
2015-04-10,-0.05863005,2,boll_break_up
2015-04-13,0.021594442,5,boll_break_up
2015-04-14,-0.04158392,1,boll_break_up
2015-04-15,-0.007887669,1,boll_break_up
2015-04-16,0.015978578,2,boll_break_up
2015-04-17,-0.004899671,4,boll_break_up
2015-04-20,-0.062877536,1,boll_break_up
2015-04-21,-0.0006373574,6,boll_break_up
2015-04-22,0.016827228,4,boll_break_up
2015-04-23,0.012154444,3,boll_break_up
2015-04-27,0.014708102,1,boll_break_up
2015-04-30,-0.05328051,1,boll_break_up
2015-05-18,-0.02548042,1,boll_break_up
2015-05-19,-0.042438343,1,boll_break_up
2015-05-20,-0.08071765,1,boll_break_up
2015-05-21,-0.07592536,3,boll_break_up
2015-05-22,0.10534737,4,boll_break_up
2015-05-25,-0.004856084,9,boll_break_up
2015-05-26,0.025658896,7,boll_break_up
2015-05-27,-0.074406855,2,boll_break_up
2015-05-29,-0.13106897,1,boll_break_up
2015-06-01,-0.085917726,5,boll_break_up
2015-06-02,0.06443938,6,boll_break_up
2015-06-03,0.0065318868,1,boll_break_up
2015-06-04,-0.0034903223,2,boll_break_up
2015-06-05,-0.015526402,3,boll_break_up
2015-06-08,-0.02950768,6,boll_break_up
2015-06-09,0.06359179,1,boll_break_up
2015-06-10,0.073239714,1,boll_break_up
2015-06-11,0.002226144,1,boll_break_up
2015-06-12,0.04404735,4,boll_break_up
2015-06-15,0.117193505,1,boll_break_up
2015-06-17,0.05790984,1,boll_break_up
2015-06-23,0.05150924,2,boll_break_up
2015-06-24,0.023582116,3,boll_break_up
2015-06-29,-0.14837618,2,boll_break_up
2015-06-30,-0.12964877,1,boll_break_up
2015-08-04,-0.079607144,2,boll_break_up
2015-08-07,0.046506323,1,boll_break_up
2015-08-10,-0.04302616,1,boll_break_up
2015-08-11,-0.017977927,4,boll_break_up
2015-08-12,0.016141012,1,boll_break_up
2015-08-13,-0.050652277,4,boll_break_up
2015-08-14,0.022020176,1,boll_break_up
2015-08-17,-0.027291736,3,boll_break_up
2015-08-19,-0.1077027,1,boll_break_up
2015-08-28,-0.08848917,1,boll_break_up
2015-09-21,-0.010996308,2,boll_break_up
2015-09-24,-0.11766488,1,boll_break_up
2015-10-08,-0.07894089,1,boll_break_up
2015-10-12,0.057919968,5,boll_break_up
2015-10-13,0.007798063,3,boll_break_up
2015-10-15,0.076146364,6,boll_break_up
2015-10-16,-0.017063227,7,boll_break_up
2015-10-19,-0.021907834,2,boll_break_up
2015-10-20,-0.04634812,3,boll_break_up
2015-10-22,-0.036667597,3,boll_break_up
2015-10-23,-0.051417366,1,boll_break_up
2015-10-26,0.10217701,1,boll_break_up
2015-10-27,-0.0012482423,2,boll_break_up
2015-10-29,0.018158853,1,boll_break_up
2015-10-30,-0.09116636,1,boll_break_up
2015-11-02,-0.05580745,1,boll_break_up
2015-11-04,-0.003433636,10,boll_break_up
