query_date,index,update_date,code,name
2015-01-10,hs300,2015-01-05,600000,浦发银行
2015-01-10,hs300,2015-01-05,600008,首创股份
2015-01-10,hs300,2015-01-05,600009,上海机场
2015-01-10,hs300,2015-01-05,600010,包钢股份
2015-01-10,hs300,2015-01-05,600011,华能国际
2015-01-10,hs300,2015-01-05,600015,华夏银行
2015-01-10,hs300,2015-01-05,600016,民生银行
2015-01-10,hs300,2015-01-05,600018,上港集团
2015-01-10,hs300,2015-01-05,600019,宝钢股份
2015-01-10,hs300,2015-01-05,600023,浙能电力
2015-01-10,hs300,2015-01-05,600027,华电国际
2015-01-10,hs300,2015-01-05,600028,中国石化
2015-01-10,hs300,2015-01-05,600029,南方航空
2015-01-10,hs300,2015-01-05,600030,中信证券
2015-01-10,hs300,2015-01-05,600031,三一重工
2015-01-10,hs300,2015-01-05,600036,招商银行
2015-01-10,hs300,2015-01-05,600038,中直股份
2015-01-10,hs300,2015-01-05,600048,保利地产
2015-01-10,hs300,2015-01-05,600050,中国联通
2015-01-10,hs300,2015-01-05,600058,五矿发展
2015-01-10,hs300,2015-01-05,600060,海信电器
2015-01-10,hs300,2015-01-05,600066,宇通客车
2015-01-10,hs300,2015-01-05,600068,葛洲坝
2015-01-10,hs300,2015-01-05,600079,人福医药
2015-01-10,hs300,2015-01-05,600085,同仁堂
2015-01-10,hs300,2015-01-05,600089,特变电工
2015-01-10,hs300,2015-01-05,600100,同方股份
2015-01-10,hs300,2015-01-05,600104,上汽集团
2015-01-10,hs300,2015-01-05,600108,亚盛集团
2015-01-10,hs300,2015-01-05,600109,国金证券
2015-01-10,hs300,2015-01-05,600111,北方稀土
2015-01-10,hs300,2015-01-05,600115,东方航空
2015-01-10,hs300,2015-01-05,600118,中国卫星
2015-01-10,hs300,2015-01-05,600143,金发科技
2015-01-10,hs300,2015-01-05,600150,*ST船舶
2015-01-10,hs300,2015-01-05,600153,建发股份
2015-01-10,hs300,2015-01-05,600157,永泰能源
2015-01-10,hs300,2015-01-05,600166,福田汽车
2015-01-10,hs300,2015-01-05,600170,上海建工
2015-01-10,hs300,2015-01-05,600177,雅戈尔
2015-01-10,hs300,2015-01-05,600188,兖州煤业
2015-01-10,hs300,2015-01-05,600196,复星医药
2015-01-10,hs300,2015-01-05,600208,新湖中宝
2015-01-10,hs300,2015-01-05,600221,海航控股
2015-01-10,hs300,2015-01-05,600252,中恒集团
2015-01-10,hs300,2015-01-05,600256,广汇能源
2015-01-10,hs300,2015-01-05,600267,海正药业
2015-01-10,hs300,2015-01-05,600271,航天信息
2015-01-10,hs300,2015-01-05,600276,恒瑞医药
2015-01-10,hs300,2015-01-05,600277,亿利洁能
2015-01-10,hs300,2015-01-05,600309,万华化学
2015-01-10,hs300,2015-01-05,600315,上海家化
2015-01-10,hs300,2015-01-05,600316,洪都航空
2015-01-10,hs300,2015-01-05,600332,白云山
2015-01-10,hs300,2015-01-05,600340,华夏幸福
2015-01-10,hs300,2015-01-05,600348,阳泉煤业
2015-01-10,hs300,2015-01-05,600352,浙江龙盛
2015-01-10,hs300,2015-01-05,600362,江西铜业
2015-01-10,hs300,2015-01-05,600369,西南证券
2015-01-10,hs300,2015-01-05,600372,中航电子
2015-01-10,hs300,2015-01-05,600373,中文传媒
2015-01-10,hs300,2015-01-05,600383,金地集团
2015-01-10,hs300,2015-01-05,600395,盘江股份
2015-01-10,hs300,2015-01-05,600398,海澜之家
2015-01-10,hs300,2015-01-05,600406,国电南瑞
2015-01-10,hs300,2015-01-05,600415,小商品城
2015-01-10,hs300,2015-01-05,600436,片仔癀
2015-01-10,hs300,2015-01-05,600485,信威集团
2015-01-10,hs300,2015-01-05,600489,中金黄金
2015-01-10,hs300,2015-01-05,600497,驰宏锌锗
2015-01-10,hs300,2015-01-05,600498,烽火通信
2015-01-10,hs300,2015-01-05,600516,方大炭素
2015-01-10,hs300,2015-01-05,600518,康美药业
2015-01-10,hs300,2015-01-05,600519,贵州茅台
2015-01-10,hs300,2015-01-05,600535,天士力
2015-01-10,hs300,2015-01-05,600547,山东黄金
2015-01-10,hs300,2015-01-05,600549,厦门钨业
2015-01-10,hs300,2015-01-05,600570,恒生电子
2015-01-10,hs300,2015-01-05,600578,京能电力
2015-01-10,hs300,2015-01-05,600583,海油工程
2015-01-10,hs300,2015-01-05,600585,海螺水泥
2015-01-10,hs300,2015-01-05,600588,用友网络
2015-01-10,hs300,2015-01-05,600597,光明乳业
2015-01-10,hs300,2015-01-05,600600,青岛啤酒
2015-01-10,hs300,2015-01-05,600633,浙数文化
2015-01-10,hs300,2015-01-05,600637,东方明珠
2015-01-10,hs300,2015-01-05,600642,申能股份
2015-01-10,hs300,2015-01-05,600648,外高桥
2015-01-10,hs300,2015-01-05,600649,城投控股
2015-01-10,hs300,2015-01-05,600655,豫园股份
2015-01-10,hs300,2015-01-05,600660,福耀玻璃
2015-01-10,hs300,2015-01-05,600663,陆家嘴
2015-01-10,hs300,2015-01-05,600664,哈药股份
2015-01-10,hs300,2015-01-05,600674,川投能源
2015-01-10,hs300,2015-01-05,600688,上海石化
2015-01-10,hs300,2015-01-05,600690,青岛海尔
2015-01-10,hs300,2015-01-05,600703,三安光电
2015-01-10,hs300,2015-01-05,600705,中航资本
2015-01-10,hs300,2015-01-05,600718,东软集团
2015-01-10,hs300,2015-01-05,600739,辽宁成大
2015-01-10,hs300,2015-01-05,600741,华域汽车
2015-01-10,hs300,2015-01-05,600783,鲁信创投
2015-01-10,hs300,2015-01-05,600795,国电电力
2015-01-10,hs300,2015-01-05,600804,鹏博士
2015-01-10,hs300,2015-01-05,600809,山西汾酒
2015-01-10,hs300,2015-01-05,600827,百联股份
2015-01-10,hs300,2015-01-05,600832,东方明珠
2015-01-10,hs300,2015-01-05,600837,海通证券
2015-01-10,hs300,2015-01-05,600839,四川长虹
2015-01-10,hs300,2015-01-05,600863,内蒙华电
2015-01-10,hs300,2015-01-05,600867,通化东宝
2015-01-10,hs300,2015-01-05,600873,梅花生物
2015-01-10,hs300,2015-01-05,600875,东方电气
2015-01-10,hs300,2015-01-05,600880,博瑞传播
2015-01-10,hs300,2015-01-05,600886,国投电力
2015-01-10,hs300,2015-01-05,600887,伊利股份
2015-01-10,hs300,2015-01-05,600893,航发动力
2015-01-10,hs300,2015-01-05,600900,长江电力
2015-01-10,hs300,2015-01-05,600998,九州通
2015-01-10,hs300,2015-01-05,600999,招商证券
2015-01-10,hs300,2015-01-05,601006,大秦铁路
2015-01-10,hs300,2015-01-05,601009,南京银行
2015-01-10,hs300,2015-01-05,601018,宁波港
2015-01-10,hs300,2015-01-05,601088,中国神华
2015-01-10,hs300,2015-01-05,601098,中南传媒
2015-01-10,hs300,2015-01-05,601111,中国国航
2015-01-10,hs300,2015-01-05,601117,中国化学
2015-01-10,hs300,2015-01-05,601118,海南橡胶
2015-01-10,hs300,2015-01-05,601158,重庆水务
2015-01-10,hs300,2015-01-05,601166,兴业银行
2015-01-10,hs300,2015-01-05,601168,西部矿业
2015-01-10,hs300,2015-01-05,601169,北京银行
2015-01-10,hs300,2015-01-05,601179,中国西电
2015-01-10,hs300,2015-01-05,601186,中国铁建
2015-01-10,hs300,2015-01-05,601216,君正集团
2015-01-10,hs300,2015-01-05,601225,陕西煤业
2015-01-10,hs300,2015-01-05,601231,环旭电子
2015-01-10,hs300,2015-01-05,601258,庞大集团
2015-01-10,hs300,2015-01-05,601288,农业银行
2015-01-10,hs300,2015-01-05,601299,中国北车
2015-01-10,hs300,2015-01-05,601318,中国平安
2015-01-10,hs300,2015-01-05,601328,交通银行
2015-01-10,hs300,2015-01-05,601333,广深铁路
2015-01-10,hs300,2015-01-05,601336,新华保险
2015-01-10,hs300,2015-01-05,601377,兴业证券
2015-01-10,hs300,2015-01-05,601390,中国中铁
2015-01-10,hs300,2015-01-05,601398,工商银行
2015-01-10,hs300,2015-01-05,601555,东吴证券
2015-01-10,hs300,2015-01-05,601600,中国铝业
2015-01-10,hs300,2015-01-05,601601,中国太保
2015-01-10,hs300,2015-01-05,601607,上海医药
2015-01-10,hs300,2015-01-05,601618,中国中冶
2015-01-10,hs300,2015-01-05,601628,中国人寿
2015-01-10,hs300,2015-01-05,601633,长城汽车
2015-01-10,hs300,2015-01-05,601668,中国建筑
2015-01-10,hs300,2015-01-05,601669,中国电建
2015-01-10,hs300,2015-01-05,601688,华泰证券
2015-01-10,hs300,2015-01-05,601699,潞安环能
2015-01-10,hs300,2015-01-05,601727,上海电气
2015-01-10,hs300,2015-01-05,601766,中国中车
2015-01-10,hs300,2015-01-05,601800,中国交建
2015-01-10,hs300,2015-01-05,601808,中海油服
2015-01-10,hs300,2015-01-05,601818,光大银行
2015-01-10,hs300,2015-01-05,601857,中国石油
2015-01-10,hs300,2015-01-05,601866,中远海发
2015-01-10,hs300,2015-01-05,601888,中国国旅
2015-01-10,hs300,2015-01-05,601898,中煤能源
2015-01-10,hs300,2015-01-05,601899,紫金矿业
2015-01-10,hs300,2015-01-05,601901,方正证券
2015-01-10,hs300,2015-01-05,601928,凤凰传媒
2015-01-10,hs300,2015-01-05,601929,吉视传媒
2015-01-10,hs300,2015-01-05,601933,永辉超市
2015-01-10,hs300,2015-01-05,601939,建设银行
2015-01-10,hs300,2015-01-05,601958,金钼股份
2015-01-10,hs300,2015-01-05,601988,中国银行
2015-01-10,hs300,2015-01-05,601989,中国重工
2015-01-10,hs300,2015-01-05,601992,金隅集团
2015-01-10,hs300,2015-01-05,601998,中信银行
2015-01-10,hs300,2015-01-05,603000,人民网
2015-01-10,hs300,2015-01-05,603288,海天味业
2015-01-10,hs300,2015-01-05,603699,纽威股份
2015-01-10,hs300,2015-01-05,603993,洛阳钼业
2015-01-10,hs300,2015-01-05,000001,平安银行
2015-01-10,hs300,2015-01-05,000002,万科A
2015-01-10,hs300,2015-01-05,000009,中国宝安
2015-01-10,hs300,2015-01-05,000024,招商地产
2015-01-10,hs300,2015-01-05,000027,深圳能源
2015-01-10,hs300,2015-01-05,000039,中集集团
2015-01-10,hs300,2015-01-05,000060,中金岭南
2015-01-10,hs300,2015-01-05,000061,农产品
2015-01-10,hs300,2015-01-05,000063,中兴通讯
2015-01-10,hs300,2015-01-05,000069,华侨城A
2015-01-10,hs300,2015-01-05,000100,TCL集团
2015-01-10,hs300,2015-01-05,000156,华数传媒
2015-01-10,hs300,2015-01-05,000157,中联重科
2015-01-10,hs300,2015-01-05,000333,美的集团
2015-01-10,hs300,2015-01-05,000338,潍柴动力
2015-01-10,hs300,2015-01-05,000400,许继电气
2015-01-10,hs300,2015-01-05,000401,冀东水泥
2015-01-10,hs300,2015-01-05,000402,金融街
2015-01-10,hs300,2015-01-05,000413,东旭光电
2015-01-10,hs300,2015-01-05,000423,东阿阿胶
2015-01-10,hs300,2015-01-05,000425,徐工机械
2015-01-10,hs300,2015-01-05,000503,国新健康
2015-01-10,hs300,2015-01-05,000536,华映科技
2015-01-10,hs300,2015-01-05,000538,云南白药
2015-01-10,hs300,2015-01-05,000559,万向钱潮
2015-01-10,hs300,2015-01-05,000562,宏源证券
2015-01-10,hs300,2015-01-05,000568,泸州老窖
2015-01-10,hs300,2015-01-05,000581,威孚高科
2015-01-10,hs300,2015-01-05,000598,兴蓉环境
2015-01-10,hs300,2015-01-05,000623,吉林敖东
2015-01-10,hs300,2015-01-05,000625,长安汽车
2015-01-10,hs300,2015-01-05,000629,攀钢钒钛
2015-01-10,hs300,2015-01-05,000630,铜陵有色
2015-01-10,hs300,2015-01-05,000651,格力电器
2015-01-10,hs300,2015-01-05,000686,东北证券
2015-01-10,hs300,2015-01-05,000709,河钢股份
2015-01-10,hs300,2015-01-05,000725,京东方A
2015-01-10,hs300,2015-01-05,000728,国元证券
2015-01-10,hs300,2015-01-05,000729,燕京啤酒
2015-01-10,hs300,2015-01-05,000750,国海证券
2015-01-10,hs300,2015-01-05,000768,中航飞机
2015-01-10,hs300,2015-01-05,000776,广发证券
2015-01-10,hs300,2015-01-05,000778,新兴铸管
2015-01-10,hs300,2015-01-05,000783,长江证券
2015-01-10,hs300,2015-01-05,000792,盐湖股份
2015-01-10,hs300,2015-01-05,000793,华闻传媒
2015-01-10,hs300,2015-01-05,000800,一汽轿车
2015-01-10,hs300,2015-01-05,000825,太钢不锈
2015-01-10,hs300,2015-01-05,000826,启迪桑德
2015-01-10,hs300,2015-01-05,000831,五矿稀土
2015-01-10,hs300,2015-01-05,000839,中信国安
2015-01-10,hs300,2015-01-05,000858,五粮液
2015-01-10,hs300,2015-01-05,000869,张裕A
2015-01-10,hs300,2015-01-05,000876,新希望
2015-01-10,hs300,2015-01-05,000878,云南铜业
2015-01-10,hs300,2015-01-05,000883,湖北能源
2015-01-10,hs300,2015-01-05,000895,双汇发展
2015-01-10,hs300,2015-01-05,000898,鞍钢股份
2015-01-10,hs300,2015-01-05,000917,电广传媒
2015-01-10,hs300,2015-01-05,000937,冀中能源
2015-01-10,hs300,2015-01-05,000960,锡业股份
2015-01-10,hs300,2015-01-05,000963,华东医药
2015-01-10,hs300,2015-01-05,000970,中科三环
2015-01-10,hs300,2015-01-05,000983,西山煤电
2015-01-10,hs300,2015-01-05,000999,华润三九
2015-01-10,hs300,2015-01-05,002001,新和成
2015-01-10,hs300,2015-01-05,002007,华兰生物
2015-01-10,hs300,2015-01-05,002008,大族激光
2015-01-10,hs300,2015-01-05,002024,苏宁易购
2015-01-10,hs300,2015-01-05,002038,双鹭药业
2015-01-10,hs300,2015-01-05,002051,中工国际
2015-01-10,hs300,2015-01-05,002065,东华软件
2015-01-10,hs300,2015-01-05,002081,金螳螂
2015-01-10,hs300,2015-01-05,002129,中环股份
2015-01-10,hs300,2015-01-05,002142,宁波银行
2015-01-10,hs300,2015-01-05,002146,荣盛发展
2015-01-10,hs300,2015-01-05,002153,石基信息
2015-01-10,hs300,2015-01-05,002202,金风科技
2015-01-10,hs300,2015-01-05,002230,科大讯飞
2015-01-10,hs300,2015-01-05,002236,大华股份
2015-01-10,hs300,2015-01-05,002241,歌尔股份
2015-01-10,hs300,2015-01-05,002252,上海莱士
2015-01-10,hs300,2015-01-05,002292,奥飞娱乐
2015-01-10,hs300,2015-01-05,002294,信立泰
2015-01-10,hs300,2015-01-05,002304,洋河股份
2015-01-10,hs300,2015-01-05,002310,东方园林
2015-01-10,hs300,2015-01-05,002344,海宁皮城
2015-01-10,hs300,2015-01-05,002353,杰瑞股份
2015-01-10,hs300,2015-01-05,002375,亚厦股份
2015-01-10,hs300,2015-01-05,002385,大北农
2015-01-10,hs300,2015-01-05,002399,海普瑞
2015-01-10,hs300,2015-01-05,002400,省广集团
2015-01-10,hs300,2015-01-05,002410,广联达
2015-01-10,hs300,2015-01-05,002415,海康威视
2015-01-10,hs300,2015-01-05,002416,爱施德
2015-01-10,hs300,2015-01-05,002422,科伦药业
2015-01-10,hs300,2015-01-05,002429,兆驰股份
2015-01-10,hs300,2015-01-05,002450,康得新
2015-01-10,hs300,2015-01-05,002456,欧菲科技
2015-01-10,hs300,2015-01-05,002465,海格通信
2015-01-10,hs300,2015-01-05,002470,金正大
2015-01-10,hs300,2015-01-05,002475,立讯精密
2015-01-10,hs300,2015-01-05,002500,山西证券
2015-01-10,hs300,2015-01-05,002570,*ST因美
2015-01-10,hs300,2015-01-05,002594,比亚迪
2015-01-10,hs300,2015-01-05,002603,以岭药业
2015-01-10,hs300,2015-01-05,002653,海思科
2015-01-10,hs300,2015-01-05,002673,西部证券
2015-01-10,hs300,2015-01-05,300015,爱尔眼科
2015-01-10,hs300,2015-01-05,300017,网宿科技
2015-01-10,hs300,2015-01-05,300024,机器人
2015-01-10,hs300,2015-01-05,300027,华谊兄弟
2015-01-10,hs300,2015-01-05,300058,蓝色光标
2015-01-10,hs300,2015-01-05,300070,碧水源
2015-01-10,hs300,2015-01-05,300124,汇川技术
2015-01-10,hs300,2015-01-05,300133,华策影视
2015-01-10,hs300,2015-01-05,300146,汤臣倍健
2015-01-10,hs300,2015-01-05,300251,光线传媒
2015-01-10,zz500,2015-01-05,600004,白云机场
2015-01-10,zz500,2015-01-05,600006,东风汽车
2015-01-10,zz500,2015-01-05,600017,日照港
2015-01-10,zz500,2015-01-05,600021,上海电力
2015-01-10,zz500,2015-01-05,600026,中远海能
2015-01-10,zz500,2015-01-05,600037,歌华有线
2015-01-10,zz500,2015-01-05,600039,四川路桥
2015-01-10,zz500,2015-01-05,600056,中国医药
2015-01-10,zz500,2015-01-05,600059,古越龙山
2015-01-10,zz500,2015-01-05,600062,华润双鹤
2015-01-10,zz500,2015-01-05,600064,南京高科
2015-01-10,zz500,2015-01-05,600067,冠城大通
2015-01-10,zz500,2015-01-05,600073,上海梅林
2015-01-10,zz500,2015-01-05,600078,澄星股份
2015-01-10,zz500,2015-01-05,600086,东方金钰
2015-01-10,zz500,2015-01-05,600088,中视传媒
2015-01-10,zz500,2015-01-05,600098,广州发展
2015-01-10,zz500,2015-01-05,600110,诺德股份
2015-01-10,zz500,2015-01-05,600112,天成控股
2015-01-10,zz500,2015-01-05,600120,浙江东方
2015-01-10,zz500,2015-01-05,600122,宏图高科
2015-01-10,zz500,2015-01-05,600125,铁龙物流
2015-01-10,zz500,2015-01-05,600132,重庆啤酒
2015-01-10,zz500,2015-01-05,600138,中青旅
2015-01-10,zz500,2015-01-05,600141,兴发集团
2015-01-10,zz500,2015-01-05,600151,航天机电
2015-01-10,zz500,2015-01-05,600158,中体产业
2015-01-10,zz500,2015-01-05,600160,巨化股份
2015-01-10,zz500,2015-01-05,600161,天坛生物
2015-01-10,zz500,2015-01-05,600162,香江控股
2015-01-10,zz500,2015-01-05,600169,太原重工
2015-01-10,zz500,2015-01-05,600171,上海贝岭
2015-01-10,zz500,2015-01-05,600175,美都能源
2015-01-10,zz500,2015-01-05,600176,中国巨石
2015-01-10,zz500,2015-01-05,600180,瑞茂通
2015-01-10,zz500,2015-01-05,600183,生益科技
2015-01-10,zz500,2015-01-05,600184,光电股份
2015-01-10,zz500,2015-01-05,600187,国中水务
2015-01-10,zz500,2015-01-05,600195,中牧股份
2015-01-10,zz500,2015-01-05,600197,伊力特
2015-01-10,zz500,2015-01-05,600198,*ST大唐
2015-01-10,zz500,2015-01-05,600199,金种子酒
2015-01-10,zz500,2015-01-05,600200,江苏吴中
2015-01-10,zz500,2015-01-05,600201,生物股份
2015-01-10,zz500,2015-01-05,600216,浙江医药
2015-01-10,zz500,2015-01-05,600219,南山铝业
2015-01-10,zz500,2015-01-05,600220,江苏阳光
2015-01-10,zz500,2015-01-05,600239,云南城投
2015-01-10,zz500,2015-01-05,600240,华业资本
2015-01-10,zz500,2015-01-05,600251,冠农股份
2015-01-10,zz500,2015-01-05,600259,广晟有色
2015-01-10,zz500,2015-01-05,600260,凯乐科技
2015-01-10,zz500,2015-01-05,600261,阳光照明
2015-01-10,zz500,2015-01-05,600266,北京城建
2015-01-10,zz500,2015-01-05,600270,外运发展
2015-01-10,zz500,2015-01-05,600280,中央商场
2015-01-10,zz500,2015-01-05,600284,浦东建设
2015-01-10,zz500,2015-01-05,600289,*ST信通
2015-01-10,zz500,2015-01-05,600292,远达环保
2015-01-10,zz500,2015-01-05,600298,安琪酵母
2015-01-10,zz500,2015-01-05,600300,维维股份
2015-01-10,zz500,2015-01-05,600312,平高电气
2015-01-10,zz500,2015-01-05,600317,营口港
2015-01-10,zz500,2015-01-05,600320,振华重工
2015-01-10,zz500,2015-01-05,600325,华发股份
2015-01-10,zz500,2015-01-05,600329,中新药业
2015-01-10,zz500,2015-01-05,600333,长春燃气
2015-01-10,zz500,2015-01-05,600335,国机汽车
2015-01-10,zz500,2015-01-05,600337,美克家居
2015-01-10,zz500,2015-01-05,600351,亚宝药业
2015-01-10,zz500,2015-01-05,600366,宁波韵升
2015-01-10,zz500,2015-01-05,600376,首开股份
2015-01-10,zz500,2015-01-05,600380,健康元
2015-01-10,zz500,2015-01-05,600387,海越能源
2015-01-10,zz500,2015-01-05,600389,江山股份
2015-01-10,zz500,2015-01-05,600392,盛和资源
2015-01-10,zz500,2015-01-05,600397,*ST安煤
2015-01-10,zz500,2015-01-05,600401,*ST海润
2015-01-10,zz500,2015-01-05,600409,三友化工
2015-01-10,zz500,2015-01-05,600410,华胜天成
2015-01-10,zz500,2015-01-05,600416,湘电股份
2015-01-10,zz500,2015-01-05,600418,江淮汽车
2015-01-10,zz500,2015-01-05,600422,昆药集团
2015-01-10,zz500,2015-01-05,600425,青松建化
2015-01-10,zz500,2015-01-05,600426,华鲁恒升
2015-01-10,zz500,2015-01-05,600428,中远海特
2015-01-10,zz500,2015-01-05,600429,三元股份
2015-01-10,zz500,2015-01-05,600432,退市吉恩
2015-01-10,zz500,2015-01-05,600433,冠豪高新
2015-01-10,zz500,2015-01-05,600435,北方导航
2015-01-10,zz500,2015-01-05,600438,通威股份
2015-01-10,zz500,2015-01-05,600439,瑞贝卡
2015-01-10,zz500,2015-01-05,600456,宝钛股份
2015-01-10,zz500,2015-01-05,600458,时代新材
2015-01-10,zz500,2015-01-05,600460,士兰微
2015-01-10,zz500,2015-01-05,600467,好当家
2015-01-10,zz500,2015-01-05,600468,百利电气
2015-01-10,zz500,2015-01-05,600478,科力远
2015-01-10,zz500,2015-01-05,600481,双良节能
2015-01-10,zz500,2015-01-05,600482,中国动力
2015-01-10,zz500,2015-01-05,600487,亨通光电
2015-01-10,zz500,2015-01-05,600488,天药股份
2015-01-10,zz500,2015-01-05,600490,鹏欣资源
2015-01-10,zz500,2015-01-05,600496,精工钢构
2015-01-10,zz500,2015-01-05,600499,科达洁能
2015-01-10,zz500,2015-01-05,600507,方大特钢
2015-01-10,zz500,2015-01-05,600509,天富能源
2015-01-10,zz500,2015-01-05,600510,黑牡丹
2015-01-10,zz500,2015-01-05,600511,国药股份
2015-01-10,zz500,2015-01-05,600517,置信电气
2015-01-10,zz500,2015-01-05,600521,华海药业
2015-01-10,zz500,2015-01-05,600522,中天科技
2015-01-10,zz500,2015-01-05,600525,长园集团
2015-01-10,zz500,2015-01-05,600528,中铁工业
2015-01-10,zz500,2015-01-05,600536,中国软件
2015-01-10,zz500,2015-01-05,600537,亿晶光电
2015-01-10,zz500,2015-01-05,600545,卓郎智能
2015-01-10,zz500,2015-01-05,600546,山煤国际
2015-01-10,zz500,2015-01-05,600551,时代出版
2015-01-10,zz500,2015-01-05,600557,康缘药业
2015-01-10,zz500,2015-01-05,600563,法拉电子
2015-01-10,zz500,2015-01-05,600572,康恩贝
2015-01-10,zz500,2015-01-05,600575,皖江物流
2015-01-10,zz500,2015-01-05,600580,卧龙电气
2015-01-10,zz500,2015-01-05,600582,天地科技
2015-01-10,zz500,2015-01-05,600584,长电科技
2015-01-10,zz500,2015-01-05,600586,金晶科技
2015-01-10,zz500,2015-01-05,600587,新华医疗
2015-01-10,zz500,2015-01-05,600596,新安股份
2015-01-10,zz500,2015-01-05,600601,方正科技
2015-01-10,zz500,2015-01-05,600611,大众交通
2015-01-10,zz500,2015-01-05,600612,老凤祥
2015-01-10,zz500,2015-01-05,600614,鹏起科技
2015-01-10,zz500,2015-01-05,600616,金枫酒业
2015-01-10,zz500,2015-01-05,600618,氯碱化工
2015-01-10,zz500,2015-01-05,600628,新世界
2015-01-10,zz500,2015-01-05,600635,大众公用
2015-01-10,zz500,2015-01-05,600636,三爱富
2015-01-10,zz500,2015-01-05,600639,浦东金桥
2015-01-10,zz500,2015-01-05,600640,号百控股
2015-01-10,zz500,2015-01-05,600643,爱建集团
2015-01-10,zz500,2015-01-05,600645,中源协和
2015-01-10,zz500,2015-01-05,600651,飞乐音响
2015-01-10,zz500,2015-01-05,600654,ST中安
2015-01-10,zz500,2015-01-05,600657,信达地产
2015-01-10,zz500,2015-01-05,600673,东阳光科
2015-01-10,zz500,2015-01-05,600675,中华企业
2015-01-10,zz500,2015-01-05,600685,中船防务
2015-01-10,zz500,2015-01-05,600694,大商股份
2015-01-10,zz500,2015-01-05,600699,均胜电子
2015-01-10,zz500,2015-01-05,600702,舍得酒业
2015-01-10,zz500,2015-01-05,600704,物产中大
2015-01-10,zz500,2015-01-05,600720,祁连山
2015-01-10,zz500,2015-01-05,600729,重庆百货
2015-01-10,zz500,2015-01-05,600736,苏州高新
2015-01-10,zz500,2015-01-05,600737,中粮糖业
2015-01-10,zz500,2015-01-05,600740,山西焦化
2015-01-10,zz500,2015-01-05,600743,华远地产
2015-01-10,zz500,2015-01-05,600747,ST大控
2015-01-10,zz500,2015-01-05,600748,上实发展
2015-01-10,zz500,2015-01-05,600750,江中药业
2015-01-10,zz500,2015-01-05,600754,锦江股份
2015-01-10,zz500,2015-01-05,600755,厦门国贸
2015-01-10,zz500,2015-01-05,600757,长江传媒
2015-01-10,zz500,2015-01-05,600759,洲际油气
2015-01-10,zz500,2015-01-05,600761,安徽合力
2015-01-10,zz500,2015-01-05,600765,中航重机
2015-01-10,zz500,2015-01-05,600770,综艺股份
2015-01-10,zz500,2015-01-05,600773,西藏城投
2015-01-10,zz500,2015-01-05,600776,东方通信
2015-01-10,zz500,2015-01-05,600780,通宝能源
2015-01-10,zz500,2015-01-05,600787,中储股份
2015-01-10,zz500,2015-01-05,600790,轻纺城
2015-01-10,zz500,2015-01-05,600797,浙大网新
2015-01-10,zz500,2015-01-05,600801,华新水泥
2015-01-10,zz500,2015-01-05,600803,新奥股份
2015-01-10,zz500,2015-01-05,600805,悦达投资
2015-01-10,zz500,2015-01-05,600811,东方集团
2015-01-10,zz500,2015-01-05,600812,华北制药
2015-01-10,zz500,2015-01-05,600816,安信信托
2015-01-10,zz500,2015-01-05,600820,隧道股份
2015-01-10,zz500,2015-01-05,600823,世茂股份
2015-01-10,zz500,2015-01-05,600825,新华传媒
2015-01-10,zz500,2015-01-05,600826,兰生股份
2015-01-10,zz500,2015-01-05,600830,香溢融通
2015-01-10,zz500,2015-01-05,600831,广电网络
2015-01-10,zz500,2015-01-05,600835,上海机电
2015-01-10,zz500,2015-01-05,600844,丹化科技
2015-01-10,zz500,2015-01-05,600850,华东电脑
2015-01-10,zz500,2015-01-05,600851,海欣股份
2015-01-10,zz500,2015-01-05,600859,王府井
2015-01-10,zz500,2015-01-05,600864,哈投股份
2015-01-10,zz500,2015-01-05,600869,智慧能源
2015-01-10,zz500,2015-01-05,600872,中炬高新
2015-01-10,zz500,2015-01-05,600874,创业环保
2015-01-10,zz500,2015-01-05,600879,航天电子
2015-01-10,zz500,2015-01-05,600881,亚泰集团
2015-01-10,zz500,2015-01-05,600884,杉杉股份
2015-01-10,zz500,2015-01-05,600885,宏发股份
2015-01-10,zz500,2015-01-05,600894,广日股份
2015-01-10,zz500,2015-01-05,600895,张江高科
2015-01-10,zz500,2015-01-05,600967,内蒙一机
2015-01-10,zz500,2015-01-05,600970,中材国际
2015-01-10,zz500,2015-01-05,600971,恒源煤电
2015-01-10,zz500,2015-01-05,600978,宜华生活
2015-01-10,zz500,2015-01-05,600983,惠而浦
2015-01-10,zz500,2015-01-05,600993,马应龙
2015-01-10,zz500,2015-01-05,600997,开滦股份
2015-01-10,zz500,2015-01-05,601000,唐山港
2015-01-10,zz500,2015-01-05,601001,大同煤业
2015-01-10,zz500,2015-01-05,601002,晋亿实业
2015-01-10,zz500,2015-01-05,601010,文峰股份
2015-01-10,zz500,2015-01-05,601011,宝泰隆
2015-01-10,zz500,2015-01-05,601012,隆基股份
2015-01-10,zz500,2015-01-05,601099,太平洋
2015-01-10,zz500,2015-01-05,601101,昊华能源
2015-01-10,zz500,2015-01-05,601126,四方股份
2015-01-10,zz500,2015-01-05,601208,东材科技
2015-01-10,zz500,2015-01-05,601233,桐昆股份
2015-01-10,zz500,2015-01-05,601311,骆驼股份
2015-01-10,zz500,2015-01-05,601369,陕鼓动力
2015-01-10,zz500,2015-01-05,601388,怡球资源
